Sl. No.,Constituency,MP Name,MP Name (Hindi),Initial Party,Date,New Party,State
291,Nabarangpur,Ramesh Chandra Majhi,रमेश चंद्र माझी,Biju Janata Dal,,,Odisha
292,Kandhamal,Achyutananda Samanta,अच्युतानंद सामंत,Biju Janata Dal,,,Odisha
293,Cuttack,Bhartruhari Mahtab,भर्तृहरि महताब,Biju Janata Dal,,,Odisha
294,Kendrapara,Anubhav Mohanty,अनुभव मोहंती,Biju Janata Dal,,,Odisha
295,Jagatsinghpur (SC),Rajashree Mallick,राजश्री मल्लिक,Biju Janata Dal,,,Odisha
296,Puri,Pinaki Mishra,पिनाकी मिश्रा,Biju Janata Dal,,,Odisha
297,Bhubaneswar,Aparajita Sarangi,अपराजिता सारंगी,Bharatiya Janata Party,,,Odisha
298,Aska,Pramila Bisoyi,प्रमिला बिसोई,Biju Janata Dal,,,Odisha
299,Berhampur,Chandra Sekhar Sahu,चंद्र शेखर साहू,Biju Janata Dal,,,Odisha
300,Koraput,Saptagiri Sankar Ulaka,सप्तगिरि शंकर उलका,Indian National Congress,,,Odisha
301,Gurdaspur,Sunny Deol,सनी देओल,Bharatiya Janata Party,,,Punjab
302,Amritsar,Gurjeet Singh Aujla,गुरजीत सिंह औजला,Indian National Congress,,,Punjab
303,Khadoor Sahib,Jasbir Singh Gill,जसबीर सिंह गिल,Indian National Congress,,,Punjab
304.1,Jalandhar,Santokh Singh Chaudhary,संतोख सिंह चौधरी,Indian National Congress,,,Punjab
304.2,Jalandhar,Sushil Kumar Rinku,सुशील कुमार रिंकू,Aam Aadmi Party,27-03-2024,Bharatiya Janata Party,Punjab
305,Hoshiarpur,Som Prakash,सोम प्रकाश,Bharatiya Janata Party,,,Punjab
306,Anandpur Sahib,Manish Tewari,मनीष तिवारी,Indian National Congress,,,Punjab
307,Ludhiana,Ravneet Singh Bittu ,रवनीत सिंह बिट्टू,Indian National Congress,21-03-2024,Bharatiya Janata Party,Punjab
308,Fatehgarh Sahib,Amar Singh,अमर सिंह,Indian National Congress,,,Punjab
309,Faridkot (SC),Muhammad Sadiq,मुहम्मद सादिक,Indian National Congress,,,Punjab
310,Firozpur,Sukhbir Singh Badal,सुखबीर सिंह बादल,Shiromani Akali Dal,,,Punjab
311,Bathinda,Harsimrat Kaur Badal,हरसिमरत कौर बादल,Shiromani Akali Dal,,,Punjab
312.1,Sangrur,Bhagwant Mann,भगवंत मान,Aam Aadmi Party,,,Punjab
312.2,Sangrur,Simranjit Singh Mann,सिमरनजीत सिंह मान,Shiromani Akali Dal (Amritsar),,,Punjab
313,Patiala,Preneet Kaur ,प्रणीत कौर,Indian National Congress,14-03-2024,Bharatiya Janata Party,Punjab
314,Ganganagar,Nihal Chand Chauhan,निहालचन्द चौहान,Bharatiya Janata Party,,,Rajasthan
315,Bikaner (SC),Arjun Ram Meghwal,अर्जुन राम मेघवाल,Bharatiya Janata Party,,,Rajasthan
316,Churu,Rahul Kaswan ,राहुल कासवान,Bharatiya Janata Party,11-03-2024,Indian National Congress,Rajasthan
317,Jhunjhunu,Narendra Kumar,नरेन्द्र कुमार,Bharatiya Janata Party,,,Rajasthan
318,Sikar,Sumedhanand Saraswati,सुमेधानन्द सरस्वती,Bharatiya Janata Party,,,Rajasthan
319,Jaipur Rural,Rajyavardhan Singh Rathore ,राज्यवर्धन सिंह राठौड़,Bharatiya Janata Party,,,Rajasthan
320,Jaipur,Ramcharan Bohara,रामचरण बोहरा,Bharatiya Janata Party,,,Rajasthan
321,Alwar,Balak Nath,बालक नाथ,Bharatiya Janata Party,,,Rajasthan
322,Bharatpur,Ranjeeta Koli,रंजीता कोली,Bharatiya Janata Party,,,Rajasthan
323,Karauli–Dholpur (SC),Manoj Rajoria,मनोज राजोरिया,Bharatiya Janata Party,,,Rajasthan
324,Dausa (ST),Jaskaur Meena,जसकौर मीणा,Bharatiya Janata Party,,,Rajasthan
325,Tonk–Sawai Madhopur,Sukhbir Singh Jaunapuria,सुखबीर सिंह जौनपुरिया,Bharatiya Janata Party,,,Rajasthan
326,Ajmer,Bhagirath Choudhary,भागीरथ चौधरी,Bharatiya Janata Party,,,Rajasthan
327,Nagaur,Hanuman Beniwal ,हनुमान बेनीवाल,Rashtriya Loktantrik Party,,,Rajasthan
328,Pali,P. P. Chaudhary,पी॰पी॰ चौधरी,Bharatiya Janata Party,,,Rajasthan
329,Jodhpur,Gajendra Singh Shekhawat,गजेन्द्र सिंह शेखावत,Bharatiya Janata Party,,,Rajasthan
330,Barmer,Kailash Choudhary,कैलाश चौधरी,Bharatiya Janata Party,,,Rajasthan
331,Jalore,Devaji Patel,देवजी पटेल,Bharatiya Janata Party,,,Rajasthan
332,Udaipur (ST),Arjun Lal Meena,अर्जुन लाल मीणा,Bharatiya Janata Party,,,Rajasthan
333,Banswara (ST),Kanak Mal Katara,कनकमल कटारा,Bharatiya Janata Party,,,Rajasthan
334,Chittorgarh,Chandra Prakash Joshi,चन्द्रप्रकाश जोशी,Bharatiya Janata Party,,,Rajasthan
335,Rajsamand,Diya Kumari ,दीया कुमारी,Bharatiya Janata Party,,,Rajasthan
336,Bhilwara,Subhash Chandra Baheria,सुभाष बहेड़िया,Bharatiya Janata Party,,,Rajasthan
337,Kota,Om Birla,ओम बिड़ला,Bharatiya Janata Party,,,Rajasthan
338,Jhalawar,Dushyant Singh,दुष्यंत सिंह,Bharatiya Janata Party,,,Rajasthan
339,Sikkim,Indra Hang Subba,इंद्र हंग सुब्बा,Sikkim Krantikari Morcha,,,Sikkim
340,Tiruvallur,K. Jeyakumar,के. जयकुमार,Indian National Congress,,,Tamil Nadu
341,Chennai North,Kalanidhi Veeraswamy,कलानिधि वीरस्वामी,Dravida Munnetra Kazhagam,,,Tamil Nadu
342,Chennai South,Thamizhachi Thangapandian,तमिळाची थंगपंडियन,Dravida Munnetra Kazhagam,,,Tamil Nadu
343,Chennai Central,Dayanidhi Maran,दयानिधि मारन,Dravida Munnetra Kazhagam,,,Tamil Nadu
344,Sriperumbudur,T. R. Baalu,टी. आर. बालू,Dravida Munnetra Kazhagam,,,Tamil Nadu
345,Kancheepuram (SC),G. Selvam,जी. सेल्वम,Dravida Munnetra Kazhagam,,,Tamil Nadu
346,Arakkonam,S. Jagathrakshakan,एस. जगतरक्षकन,Dravida Munnetra Kazhagam,,,Tamil Nadu
347,Vellore,D. M. Kathir Anand,डी. एम. कथीर आनंद,Dravida Munnetra Kazhagam,,,Tamil Nadu
348,Krishnagiri,A. Chellakumar,ए. चेल्लाकुमार,Indian National Congress,,,Tamil Nadu
349,Dharmapuri,S. Senthil Kumar,एस. सेंथिल कुमार,Dravida Munnetra Kazhagam,,,Tamil Nadu
350,Tiruvannamalai,C. N. Annadurai,सी. एन. अन्नादुरई,Dravida Munnetra Kazhagam,,,Tamil Nadu
351,Arani,M. K. Vishnu Prasad,एम. के. विष्णु प्रसाद,Indian National Congress,,,Tamil Nadu
352,Viluppuram,D. Ravikumar,डी. रविकुमार,Dravida Munnetra Kazhagam,,,Tamil Nadu
353,Kallakurichi,Gautam Sigamani,गौतम सिगामनि,Dravida Munnetra Kazhagam,,,Tamil Nadu
354,Salem,S. R. Parthiban,एस. आर. पार्थिबन,Dravida Munnetra Kazhagam,,,Tamil Nadu
355,Namakkal,A. K. P. Chinraj,ए. के. पी. चिनराज,Dravida Munnetra Kazhagam,,,Tamil Nadu
356,Erode,A. Ganeshamurthi,ए. गणेशमूर्ति,Dravida Munnetra Kazhagam,,,Tamil Nadu
357,Tiruppur,K. Subbarayan,के. सुब्बरायन,Communist Party of India,,,Tamil Nadu
358,Nilgiris,A. Raja,ए. राजा,Dravida Munnetra Kazhagam,,,Tamil Nadu
359,Coimbatore,P. R. Natarajan,पी. आर. नटराजन,Communist Party of India (Marxist),,,Tamil Nadu
360,Pollachi,K. Shamugasundaram,के. शमुगसुंदरम,Dravida Munnetra Kazhagam,,,Tamil Nadu
361,Dindigul,P. Veluchamy,पी. वेलुचामी,Dravida Munnetra Kazhagam,,,Tamil Nadu
362,Karur,Jothimani,जोतिमणि,Indian National Congress,,,Tamil Nadu
363,Tiruchirappalli,Su. Thirunavukkarasar,सु. तिरुनावुक्करसर,Indian National Congress,,,Tamil Nadu
364,Perambalur,T. R. Paarivendhar,टी. आर. पारिवेंदर,Dravida Munnetra Kazhagam,,,Tamil Nadu
365,Cuddalore,T. R. V. S. Ramesh,टी. आर. वी. एस. रमेश,Dravida Munnetra Kazhagam,,,Tamil Nadu
366,Chidambaram,Thol. Thirumavalavan,ठोल. तिरुमावलवन,Viduthalai Chiruthaigal Katchi,,,Tamil Nadu
367,Mayiladuthurai,S. Ramalingam,एस. रामलिंगम,Dravida Munnetra Kazhagam,,,Tamil Nadu
368,Nagapattinam,M. Selvarasu(Dead on 13 May 2024),एम. सेल्वरसु (13 मई 2024 को मृत्यु),Communist Party of India,,,Tamil Nadu
369,Thanjavur,S. S. Palanimanickam,एस. एस. पलानिमनिक्कम,Dravida Munnetra Kazhagam,,,Tamil Nadu
370,Sivaganga,Karti Chidambaram,कार्ति चिदंबरम,Indian National Congress,,,Tamil Nadu
371,Madurai,S. Venkatesan,एस. वेंकटेशन,Communist Party of India (Marxist),,,Tamil Nadu
372,Theni,P. Ravindhranath,पी. रविंद्रनाथ,Independent,,,Tamil Nadu
373,Virudhunagar,Manickam Tagore,मणिक्कम टागोर,Indian National Congress,,,Tamil Nadu
374,Ramanathapuram,Navaskani,नवसकानी,Indian Union Muslim League,,,Tamil Nadu
375,Thoothukkudi,Kanimozhi Karunanidhi,कनिमोझी करुणानिधि,Dravida Munnetra Kazhagam,,,Tamil Nadu
376,Tenkasi (SC),Dhanush M. Kumar,धनुष एम. कुमार,Dravida Munnetra Kazhagam,,,Tamil Nadu
377,Tirunelveli,S. Gnanathiraviam,एस. ज्ञानतिरविअम,Dravida Munnetra Kazhagam,,,Tamil Nadu
378.1,Kanniyakumari,H. Vasanthakumar,एच. वसंतकुमार,Indian National Congress,,,Tamil Nadu
378.2,Kanniyakumari,Vijay Vasanth,विजय वसंत,Indian National Congress,,,Tamil Nadu
379,Adilabad,Soyam Bapu Rao,सोयम बापू राव,Bharatiya Janata Party,,,Telengana
380.1,Peddapalli,Venkatesh Netha Borlakunta,वेंकटेश नेथा बोरलकुंटा,Bharat Rashtra Samithi,,,Telengana
380.2,Peddapalli,Venkatesh Netha Borlakunta,वेंकटेश नेथा बोरलकुंटा,Indian National Congress,,,Telengana
381,Karimnagar,Bandi Sanjay Kumar,बंडी संजय कुमार,Bharatiya Janata Party,,,Telengana
382,Nizamabad,Dharmapuri Arvind,धर्मपुरी अरविंद,Bharatiya Janata Party,,,Telengana
383.1,Zahirabad,B. B. Patil ,बी. बी. पाटिल,Bharat Rashtra Samithi,,,Telengana
383.2,Zahirabad,B. B. Patil ,बी. बी. पाटिल,Bharatiya Janata Party,,,Telengana
384,Medak,Kotha Prabhakar Reddy ,कोठा प्रभाकर रेड्डी,Bharat Rashtra Samithi,,,Telengana
385,Malkajgiri,A. Revanth Reddy ,ए. रेवंत रेड्डी,Indian National Congress,,,Telengana
386,Secunderabad,G. Kishan Reddy,जी. किशन रेड्डी,Bharatiya Janata Party,,,Telengana
387,Hyderabad,Asaduddin Owaisi,असदुद्दीन ओवैसी,All India Majlis-e-Ittehadul Muslimeen,,,Telengana
388,Chevella,G. Ranjith Reddy,जी. रंजीत रेड्डी,Indian National Congress,,,Telengana
389,Mahabubnagar,Manne Srinivas Reddy,मन्ने श्रीनिवास रेड्डी,Bharat Rashtra Samithi,,,Telengana
390.1,Nagarkurnool,Pothuganti Ramulu ,पोथुगंटी रामुलु,Bharat Rashtra Samithi,,,Telengana
390.2,Nagarkurnool,Pothuganti Ramulu ,पोथुगंटी रामुलु,Bharatiya Janata Party,,,Telengana
391,Nalgonda,N. Uttam Kumar Reddy ,एन. उत्तम कुमार रेड्डी,Indian National Congress,,,Telengana
392,Bhongir,Komatireddy Venkat Reddy ,कोमटिरेड्डी वेंकट रेड्डी,Indian National Congress,,,Telengana
393,Warangal,Pasunuri Dayakar,पसुनुरी दयाकर,Indian National Congress,,,Telengana
394,Mahabubabad,Kavitha Maloth,कविता मलोथ,Bharat Rashtra Samithi,,,Telengana
395,Khammam,Nama Nageswara Rao,नामा नागेश्वर राव,Nama Nageswara Rao,,,Telengana
396,Tripura West,Pratima Bhoumik,प्रतिमा भौमिक,Bharatiya Janata Party,,,Tripura
397,Tripura East (ST),Rebati Tripura,रेबती त्रिपुरा,Bharatiya Janata Party,,,Tripura
398,Saharanpur,Haji Fazlur Rehman,हाजी फजलुर रहमान,Bahujan Samaj Party,,,Uttar Pradesh
399,Kairana,Pradeep Kumar Choudhary,प्रदीप कुमार चौधरी,Bharatiya Janata Party,,,Uttar Pradesh
400,Muzaffarnagar,Sanjeev Kumar Balyan,संजीव कुमार बालियान,Bharatiya Janata Party,,,Uttar Pradesh
401,Bijnor,Malook Nagar,मालूक नागर,Bahujan Samaj Party,,,Uttar Pradesh
402,Nagina (SC),Girish Chandra,गिरीश चंद्र,Bahujan Samaj Party,,,Uttar Pradesh
403,Moradabad,S. T. Hasan,एस. टी. हसन,Samajwadi Party,,,Uttar Pradesh
404.1,Rampur,Azam Khan,आजम खान,Samajwadi Party,,,Uttar Pradesh
404.2,Rampur,Ghanshyam Singh Lodhi,घनश्याम सिंह लोधी,Bharatiya Janata Party,,,Uttar Pradesh
405,Sambhal,Shafiqur Rehman Barq ,शफीकुर रहमान बर्क,Samajwadi Party,,,Uttar Pradesh
406,Amroha,Kunwar Danish Ali ,कुंवर दानिश अली ,Bharatiya Janata Party,20-03-2024,Indian National Congress,Uttar Pradesh
407,Meerut,Rajendra Agrawal,राजेंद्र अग्रवाल,Bharatiya Janata Party,,,Uttar Pradesh
408,Baghpat,Satya Pal Singh,सत्य पाल सिंह,Bharatiya Janata Party,,,Uttar Pradesh
409,Ghaziabad,V. K. Singh,वी. के. सिंह,Bharatiya Janata Party,,,Uttar Pradesh
410,Gautam Buddh Nagar,Mahesh Sharma,महेश शर्मा,Bharatiya Janata Party,,,Uttar Pradesh
411,Bulandshahr (SC),Bhola Singh,भोला सिंह,Bharatiya Janata Party,,,Uttar Pradesh
412,Aligarh,Satish Kumar Gautam,सतीश कुमार गौतम,Bharatiya Janata Party,,,Uttar Pradesh
413,Hathras (SC),Rajvir Singh Diler,राजवीर सिंह डिलर,Bharatiya Janata Party,,,Uttar Pradesh
414,Mathura,Hema Malini,हेमा मालिनी,Bharatiya Janata Party,,,Uttar Pradesh
415,Agra (SC),Satya Pal Singh Baghel,सत्य पाल सिंह बघेल,Bharatiya Janata Party,,,Uttar Pradesh
416,Fatehpur Sikri,Rajkumar Chahar,राजकुमार चाहर,Bharatiya Janata Party,,,Uttar Pradesh
417,Firozabad,Chandrasen Jadon,चंद्रसेन जादौन,Bharatiya Janata Party,,,Uttar Pradesh
418.1,Mainpuri,Mulayam Singh Yadav,मुलायम सिंह यादव,Samajwadi Party,,,Uttar Pradesh
418.2,Mainpuri,Dimple Yadav,दिंपल यादव,Samajwadi Party,,,Uttar Pradesh
419,Etah,Rajveer Singh,राजवीर सिंह,Bharatiya Janata Party,,,Uttar Pradesh
420,Badaun,Sanghmitra Maurya,संघमित्रा मौर्य,Bharatiya Janata Party,,,Uttar Pradesh
421,Aonla,Dharmendra Kashyap,धर्मेंद्र कश्यप,Bharatiya Janata Party,,,Uttar Pradesh
422,Bareilly,Santosh Gangwar,संतोष गंगवार,Bharatiya Janata Party,,,Uttar Pradesh
423,Pilibhit,Varun Gandhi,वरुण गांधी,Bharatiya Janata Party,,,Uttar Pradesh
424,Shahjahanpur (SC),Arun Kumar Sagar,अरुण कुमार सागर,Bharatiya Janata Party,,,Uttar Pradesh
425,Kheri,Ajay Kumar Mishra,अजय कुमार मिश्रा,Bharatiya Janata Party,,,Uttar Pradesh
426,Dhaurahra,Rekha Verma,रेखा वर्मा,Bharatiya Janata Party,,,Uttar Pradesh
427,Sitapur,Rajesh Verma,राजेश वर्मा,Bharatiya Janata Party,,,Uttar Pradesh
428,Hardoi (SC),Jai Prakash Rawat,जय प्रकाश रावत,Bharatiya Janata Party,,,Uttar Pradesh
429,Misrikh (SC),Ashok Kumar Rawat,अशोक कुमार रावत,Bharatiya Janata Party,,,Uttar Pradesh
430,Unnao,Sakshi Maharaj,साक्षी महाराज,Bharatiya Janata Party,,,Uttar Pradesh
431,Mohanlalganj (SC),Kaushal Kishore,कौशल किशोर,Bharatiya Janata Party,,,Uttar Pradesh
432,Lucknow,Rajnath Singh,राजनाथ सिंह,Bharatiya Janata Party,,,Uttar Pradesh
433,Rae Bareli,Sonia Gandhi,सोनिया गांधी,Indian National Congress,,,Uttar Pradesh
434,Amethi,Smriti Irani,स्मृति ईरानी,Bharatiya Janata Party,,,Uttar Pradesh
435,Sultanpur,Maneka Gandhi,मनेका गांधी,Bharatiya Janata Party,,,Uttar Pradesh
436,Pratapgarh,Sangam Lal Gupta,संगम लाल गुप्ता,Bharatiya Janata Party,,,Uttar Pradesh
437,Farrukhabad,Mukesh Rajput,मुकेश राजपूत,Bharatiya Janata Party,,,Uttar Pradesh
438,Etawah (SC),Ram Shankar Katheria,रामशंकर कठेरिया,Bharatiya Janata Party,,,Uttar Pradesh
439,Kannauj,Subrat Pathak,सुब्रत पाठक,Bharatiya Janata Party,,,Uttar Pradesh
440,Kanpur,Satyadev Pachauri,सत्यदेव पचौरी,Bharatiya Janata Party,,,Uttar Pradesh
441,Akbarpur,Devendra Singh Bhole,देवेंद्र सिंह भोले,Bharatiya Janata Party,,,Uttar Pradesh
442,Jalaun (SC),Bhanu Pratap Singh Verma,भानु प्रताप सिंह वर्मा,Bharatiya Janata Party,,,Uttar Pradesh
443,Jhansi,Anurag Sharma,अनुराग शर्मा,Bharatiya Janata Party,,,Uttar Pradesh
444,Hamirpur,Pushpendra Singh Chandel,पुष्पेंद्र सिंह चंदेल,Bharatiya Janata Party,,,Uttar Pradesh
445,Banda,R. K. Singh Patel,आर. के. सिंह पटेल,Bharatiya Janata Party,,,Uttar Pradesh
446,Fatehpur,Niranjan Jyoti,निरंजन ज्योति,Bharatiya Janata Party,,,Uttar Pradesh
447,Kaushambi (SC),Vinod Sonkar,विनोद सोनकर,Bharatiya Janata Party,,,Uttar Pradesh
448,Phulpur,Keshari Devi Patel,केशरी देवी पटेल,Bharatiya Janata Party,,,Uttar Pradesh
449,Allahabad,Rita Bahuguna Joshi,रीता बहुगुणा जोशी,Bharatiya Janata Party,,,Uttar Pradesh
450,Barabanki (SC),Upendra Singh Rawat,उपेंद्र सिंह रावत,Bharatiya Janata Party,,,Uttar Pradesh
451,Faizabad,Lallu Singh,लल्लू सिंह,Bharatiya Janata Party,,,Uttar Pradesh
452,Ambedkar Nagar,Ritesh Pandey,रितेश पांडेय,Bharatiya Janata Party,,,Uttar Pradesh
453,Bahraich (SC),Akshaibar Lal,अक्षयबर लाल,Bharatiya Janata Party,,,Uttar Pradesh
454,Kaiserganj,Brij Bhushan Sharan Singh,बृज भूषण शरण सिंह,Bharatiya Janata Party,,,Uttar Pradesh
455,Shravasti,Ram Shiromani Verma,राम शिरोमणि वर्मा,Bahujan Samaj Party,,,Uttar Pradesh
456,Gonda,Kirti Vardhan Singh,किर्ति वर्धन सिंह,Bharatiya Janata Party,,,Uttar Pradesh
457,Domariyaganj,Jagdambika Pal,जगदंबिका पाल,Bharatiya Janata Party,,,Uttar Pradesh
458,Basti,Harish Dwivedi,हरीश द्विवेदी,Bharatiya Janata Party,,,Uttar Pradesh
459,Sant Kabir Nagar,Praveen Kumar Nishad,प्रवीण कुमार निषाद,Bharatiya Janata Party,,,Uttar Pradesh
460,Maharajganj,Pankaj Choudhary,पंकज चौधरी,Bharatiya Janata Party,,,Uttar Pradesh
461,Gorakhpur,Ravi Kishan,रवि किशन,Bharatiya Janata Party,,,Uttar Pradesh
462,Kushinagar,Vijay Kumar Dubey,विजय कुमार दुबे,Bharatiya Janata Party,,,Uttar Pradesh
463,Deoria,Ramapati Ram Tripathi,रामापति राम त्रिपाठी,Bharatiya Janata Party,,,Uttar Pradesh
464,Bansgaon (SC),Kamlesh Paswan,कमलेश पासवान,Bharatiya Janata Party,,,Uttar Pradesh
465,Lalganj (SC),Sangeeta Azad,संगीता आजाद,Bharatiya Janata Party,,,Uttar Pradesh
466.1,Azamgarh,Akhilesh Yadav,अखिलेश यादव,Samajwadi Party,,,Uttar Pradesh
466.2,Azamgarh,Dinesh Lal Yadav Nirahua,दिनेश लाल यादव निरहुआ,Bharatiya Janata Party,,,Uttar Pradesh
467,Ghosi,Atul Rai,अतुल राय,Bahujan Samaj Party,,,Uttar Pradesh
468,Salempur,Ravindra Kushawaha,रवींद्र कुशवाहा,Bharatiya Janata Party,,,Uttar Pradesh
469,Ballia,Virendra Singh Mast,वीरेंद्र सिंह मस्त,Bharatiya Janata Party,,,Uttar Pradesh
470,Jaunpur,Shyam Singh Yadav,श्याम सिंह यादव,Bahujan Samaj Party,,,Uttar Pradesh
471,Machhlishahr,B. P. Saroj,बी. पी. सरोज,Bharatiya Janata Party,,,Uttar Pradesh
472,Ghazipur,Afzal Ansari ,अफजल अंसारी ,Bahujan Samaj Party,,,Uttar Pradesh
473,Chandauli,Mahendra Nath Pandey,महेंद्र नाथ पांडेय,Bharatiya Janata Party,,,Uttar Pradesh
474,Varanasi,Narendra Modi,नरेंद्र मोदी,Bharatiya Janata Party,,,Uttar Pradesh
475,Bhadohi,Ramesh Chand Bind,रमेश चंद बिंद,Bharatiya Janata Party,,,Uttar Pradesh
476,Mirzapur,Anupriya Patel,अनुप्रिया पटेल,Apna Dal (Sonelal),,,Uttar Pradesh
477,Robertsganj (SC),Pakaudi Lal Kol,पकौड़ी लाल कोल,Apna Dal (Sonelal),,,Uttar Pradesh
478,Tehri Garhwal,Mala Rajya Laxmi Shah,माला राज्यलक्ष्मी शाह,Bharatiya Janata Party,,,Uttarakhand
479,Garhwal,Tirath Singh Rawat,तीरथ सिंह रावत,Bharatiya Janata Party,,,Uttarakhand
480,Almora (SC),Ajay Tamta,अजय टम्टा,Bharatiya Janata Party,,,Uttarakhand
481,Nainital–Udhamsingh Nagar,Ajay Bhatt,अजय भट्ट,Bharatiya Janata Party,,,Uttarakhand
482,Haridwar,Ramesh Pokhriyal,रमेश पोखरियाल,Bharatiya Janata Party,,,Uttarakhand
483,Cooch Behar,Nisith Pramanik,निसीथ प्रमाणिक,Bharatiya Janata Party,,,West Bengal
484,Alipurduars (ST),John Barla,जॉन बरला,Bharatiya Janata Party,,,West Bengal
485,Jalpaiguri (SC),Jayanta Kumar Roy,जयंत कुमार रॉय,Bharatiya Janata Party,,,West Bengal
486,Darjeeling,Raju Bista,राजू बिस्टा,Bharatiya Janata Party,,,West Bengal
487,Raiganj,Debasree Chaudhuri,देबश्री चौधरी,Bharatiya Janata Party,,,West Bengal
488,Balurghat,Sukanta Majumdar,सुकांत मजूमदार,Bharatiya Janata Party,,,West Bengal
489,Maldaha Uttar,Khagen Murmu,खगेन मुर्मू,Bharatiya Janata Party,,,West Bengal
490,Maldaha Dakshin,Abu Hasem Khan Choudhury,अबू हसेम खान चौधरी,Indian National Congress,,,West Bengal
491,Jangipur,Khalilur Rahaman,खलीलुर रहमान,Trinamool Congress,,,West Bengal
492,Baharampur,Adhir Ranjan Chowdhury,अधीर रंजन चौधरी,Indian National Congress,,,West Bengal
493,Murshidabad,Abu Taher Khan,अबू ताहेर खान,Trinamool Congress,,,West Bengal
494,Krishnanagar,Mahua Moitra ,महुआ मोइत्रा,Trinamool Congress,,,West Bengal
495,Ranaghat,Jagannath Sarkar,जगन्नाथ सरकार,Bharatiya Janata Party,,,West Bengal
496,Bongaon (SC),Shantanu Thakur,शांतनु ठाकुर,Bharatiya Janata Party,,,West Bengal
497,Barrackpore,Arjun singh ,अर्जुन सिंह ,Bharatiya Janata Party,"22-05-2022, 15-03-2024","Trinamool Congress, Bharatiya Janata Party",West Bengal
498,Dum Dum,Saugata Roy,सौगत रॉय,Trinamool Congress,,,West Bengal
499,Barasat,Kakoli Ghosh Dastidar,काकोली घोष दस्तिदार,Trinamool Congress,,,West Bengal
500,Basirhat,Nusrat Jahan,नुसरत जहां,Trinamool Congress,,,West Bengal
501,Jaynagar (SC),Pratima Mondal,प्रतिमा मंडल,Trinamool Congress,,,West Bengal
502,Mathurapur (SC),Choudhury Mohan Jatua,चौधरी मोहन जटुआ,Trinamool Congress,,,West Bengal
503,Diamond Harbour,Abhishek Banerjee,अभिषेक बनर्जी,Trinamool Congress,,,West Bengal
504,Jadavpur,Mimi Chakraborty ,मिमी चक्रवर्ती,Trinamool Congress,,,West Bengal
505,Kolkata Dakshin,Mala Roy,माला रॉय,Trinamool Congress,,,West Bengal
506,Kolkata Uttar,Sudip Bandyopadhyay,सुदीप बंद्योपाध्याय,Trinamool Congress,,,West Bengal
507,Howrah,Prasun Banerjee,प्रसून बनर्जी,Trinamool Congress,,,West Bengal
508,Uluberia,Sajda Ahmed,सजदा अहमद,Trinamool Congress,,,West Bengal
509,Serampore,Kalyan Banerjee,कल्याण बनर्जी,Trinamool Congress,,,West Bengal
510,Hooghly,Locket Chatterjee,लॉकेट चटर्जी,Bharatiya Janata Party,,,West Bengal
511,Arambagh,Aparupa Poddar,अपरूपा पोद्दार,Trinamool Congress,,,West Bengal
512,Tamluk,Dibyendu Adhikari,दिब्येंदु अधिकारी,Bharatiya Janata Party,,,West Bengal
513,Kanthi,Sisir Adhikari,शिशिर अधिकारी,Bharatiya Janata Party,,,West Bengal
514,Ghatal,Deepak Adhikari (Dev),दीपक अधिकारी (देव),Trinamool Congress,,,West Bengal
515,Jhargram,Kunar Hembram,कुनार हेम्ब्रम,Trinamool Congress,,,West Bengal
516,Medinipur,Dilip Ghosh,दिलीप घोष,Bharatiya Janata Party,,,West Bengal
517,Purulia,Jyotirmay Singh Mahato,ज्योतिर्मय सिंह महतो,Bharatiya Janata Party,,,West Bengal
518,Bankura,Subhas Sarkar,सुभाष सरकार,Bharatiya Janata Party,,,West Bengal
519,Bishnupur (SC),Saumitra Khan,सौमित्र खान,Bharatiya Janata Party,,,West Bengal
520,Bardhaman Purba,Sunil Kumar Mandal,सुनील कुमार मंडल,Trinamool Congress,,,West Bengal
521,Bardhaman–Durgapur,S. S. Ahluwalia,एस. एस. अहलूवालिया,Bharatiya Janata Party,,,West Bengal
522.1,Asansol,Babul Supriyo ,बाबुल सुप्रियो ,Bharatiya Janata Party,18-09-2021,Trinamool Congress,West Bengal
522.2,Asansol,Shatrughan Sinha,शत्रुघ्न सिन्हा,Trinamool Congress,,,West Bengal
523,Bolpur (SC),Asit Kumar Mal,आसित कुमार माल,Trinamool Congress,,,West Bengal
524,Birbhum,Satabdi Roy,शताब्दी रॉय,Trinamool Congress,,,West Bengal
525,Andaman and Nicobar Islands,Kuldeep Rai Sharma,कुलदीप राय शर्मा,Indian National Congress,,,Andaman and Nicobar Islands
526,Chandigarh,Kirron Kher,किरण खेर,Bharatiya Janata Party,,,Chandigarh
527.1,Dadra and Nagar Haveli,Mohanbhai Sanjibhai Delkar ,मोहनभाई संजीभाई देलकर,Independent,,,Dadar and Nagar Haveli
527.2,Dadra and Nagar Haveli,Kalaben Delkar,कलाबेन देलकर,Bharatiya Janata Party,,,Dadar and Nagar Haveli
528,Daman and Diu,Lalubhai Patel,लालूभाई पटेल,Bharatiya Janata Party,,,Daman and Diu
529,Baramulla,Mohammad Akbar Lone,मुहमद अकबर लोन,Jammu & Kashmir National Conference,,,Jammu and Kashmir
530,Srinagar,Farooq Abdullah,फारूक अब्दुल्ला,Jammu & Kashmir National Conference,,,Jammu and Kashmir
